vendor_id,date,metric,quantity,source
V002,2026-09-25,compute_hours,11476,usage-export
V002,2026-09-26,compute_hours,9401,usage-export
V002,2026-09-27,compute_hours,8604,usage-export
V002,2026-09-28,compute_hours,10860,usage-export
V002,2026-09-29,compute_hours,10531,usage-export
V002,2026-09-30,compute_hours,9177,usage-export
V002,2026-10-01,compute_hours,8317,usage-export
V002,2026-10-02,compute_hours,8267,usage-export
V002,2026-10-03,compute_hours,8683,usage-export
V002,2026-10-04,compute_hours,8198,usage-export
V002,2026-10-05,compute_hours,11007,usage-export
V002,2026-10-06,compute_hours,8277,usage-export
V002,2026-10-07,compute_hours,10060,usage-export
V002,2026-10-08,compute_hours,9613,usage-export
V002,2026-10-09,compute_hours,10333,usage-export
V002,2026-10-10,compute_hours,7312,usage-export
V002,2026-10-11,compute_hours,8890,usage-export
V002,2026-10-12,compute_hours,8433,usage-export
V002,2026-10-13,compute_hours,9798,usage-export
V002,2026-10-14,compute_hours,10352,usage-export
V002,2026-10-15,compute_hours,10825,usage-export
V002,2026-10-16,compute_hours,10352,usage-export
V002,2026-10-17,compute_hours,8204,usage-export
V002,2026-10-18,compute_hours,8412,usage-export
V002,2026-10-19,compute_hours,10868,usage-export
V002,2026-10-20,compute_hours,9235,usage-export
V002,2026-10-21,compute_hours,10202,usage-export
V002,2026-10-22,compute_hours,10827,usage-export
V002,2026-10-23,compute_hours,10741,usage-export
V002,2026-10-24,compute_hours,7540,usage-export
V002,2026-10-25,compute_hours,8406,usage-export
V002,2026-10-26,compute_hours,10719,usage-export
V002,2026-10-27,compute_hours,9876,usage-export
V002,2026-10-28,compute_hours,10027,usage-export
V002,2026-10-29,compute_hours,9324,usage-export
V002,2026-10-30,compute_hours,9904,usage-export
V002,2026-10-31,compute_hours,7998,usage-export
V002,2026-11-01,compute_hours,7273,usage-export
V002,2026-11-02,compute_hours,10836,usage-export
V002,2026-11-03,compute_hours,11940,usage-export
V002,2026-11-04,compute_hours,11586,usage-export
V002,2026-11-05,compute_hours,11113,usage-export
V002,2026-11-06,compute_hours,10053,usage-export
V002,2026-11-07,compute_hours,8907,usage-export
V002,2026-11-08,compute_hours,8523,usage-export
V002,2026-11-09,compute_hours,10215,usage-export
V002,2026-11-10,compute_hours,11457,usage-export
V002,2026-11-11,compute_hours,9102,usage-export
V002,2026-11-12,compute_hours,11182,usage-export
V002,2026-11-13,compute_hours,8934,usage-export
V002,2026-11-14,compute_hours,8573,usage-export
V002,2026-11-15,compute_hours,8273,usage-export
V002,2026-11-16,compute_hours,9559,usage-export
V002,2026-11-17,compute_hours,11020,usage-export
V002,2026-11-18,compute_hours,10392,usage-export
V002,2026-11-19,compute_hours,10758,usage-export
V002,2026-11-20,compute_hours,11713,usage-export
V002,2026-11-21,compute_hours,7711,usage-export
V002,2026-11-22,compute_hours,7101,usage-export
V002,2026-11-23,compute_hours,9780,usage-export
V002,2026-11-24,compute_hours,10957,usage-export
V002,2026-11-25,compute_hours,9473,usage-export
V002,2026-11-26,compute_hours,9370,usage-export
V002,2026-11-27,compute_hours,11667,usage-export
V002,2026-11-28,compute_hours,8720,usage-export
V002,2026-11-29,compute_hours,8176,usage-export
V002,2026-11-30,compute_hours,11636,usage-export
V002,2026-12-01,compute_hours,11333,usage-export
V002,2026-12-02,compute_hours,12548,usage-export
V002,2026-12-03,compute_hours,10872,usage-export
V002,2026-12-04,compute_hours,11706,usage-export
V002,2026-12-05,compute_hours,10441,usage-export
V002,2026-12-06,compute_hours,10751,usage-export
V002,2026-12-07,compute_hours,13317,usage-export
V002,2026-12-08,compute_hours,11539,usage-export
V002,2026-12-09,compute_hours,12252,usage-export
V002,2026-12-10,compute_hours,11295,usage-export
V002,2026-12-11,compute_hours,10649,usage-export
V002,2026-12-12,compute_hours,9553,usage-export
V002,2026-12-13,compute_hours,10530,usage-export
V002,2026-12-14,compute_hours,13204,usage-export
V002,2026-12-15,compute_hours,12711,usage-export
V002,2026-12-16,compute_hours,13567,usage-export
V002,2026-12-17,compute_hours,11153,usage-export
V002,2026-12-18,compute_hours,10767,usage-export
V002,2026-12-19,compute_hours,9421,usage-export
V002,2026-12-20,compute_hours,8918,usage-export
V002,2026-12-21,compute_hours,10928,usage-export
V002,2026-12-22,compute_hours,11645,usage-export
V002,2026-12-23,compute_hours,12404,usage-export
V002,2026-12-24,compute_hours,11932,usage-export
V002,2026-12-25,compute_hours,11291,usage-export
V002,2026-12-26,compute_hours,10536,usage-export
V002,2026-12-27,compute_hours,10946,usage-export
V002,2026-12-28,compute_hours,11783,usage-export
V002,2026-12-29,compute_hours,10428,usage-export
V002,2026-12-30,compute_hours,10273,usage-export
V002,2026-12-31,compute_hours,13307,usage-export
V002,2027-01-01,compute_hours,9441,usage-export
V002,2027-01-02,compute_hours,9306,usage-export
V002,2027-01-03,compute_hours,8943,usage-export
V002,2027-01-04,compute_hours,10320,usage-export
V002,2027-01-05,compute_hours,11905,usage-export
V002,2027-01-06,compute_hours,9368,usage-export
V002,2027-01-07,compute_hours,9751,usage-export
V002,2027-01-08,compute_hours,10799,usage-export
V002,2027-01-09,compute_hours,7509,usage-export
V002,2027-01-10,compute_hours,9624,usage-export
V002,2027-01-11,compute_hours,10085,usage-export
V002,2027-01-12,compute_hours,9768,usage-export
V002,2027-01-13,compute_hours,9459,usage-export
V002,2027-01-14,compute_hours,11371,usage-export
V002,2027-01-15,compute_hours,10771,usage-export
V002,2027-01-16,compute_hours,9099,usage-export
V002,2027-01-17,compute_hours,9165,usage-export
V002,2027-01-18,compute_hours,11957,usage-export
V002,2027-01-19,compute_hours,12453,usage-export
V002,2027-01-20,compute_hours,11553,usage-export
V002,2027-01-21,compute_hours,9960,usage-export
V002,2027-01-22,compute_hours,10866,usage-export
V002,2027-01-23,compute_hours,7913,usage-export
V002,2027-01-24,compute_hours,7472,usage-export
V002,2027-01-25,compute_hours,10856,usage-export
V002,2027-01-26,compute_hours,11651,usage-export
V002,2027-01-27,compute_hours,9893,usage-export
V002,2027-01-28,compute_hours,10200,usage-export
V002,2027-01-29,compute_hours,10441,usage-export
V002,2027-01-30,compute_hours,9276,usage-export
V002,2027-01-31,compute_hours,8825,usage-export
V013,2026-05-01,egress_gb,10528,usage-export
V013,2026-05-02,egress_gb,9584,usage-export
V013,2026-05-03,egress_gb,9580,usage-export
V013,2026-05-04,egress_gb,12538,usage-export
V013,2026-05-05,egress_gb,10279,usage-export
V013,2026-05-06,egress_gb,10431,usage-export
V013,2026-05-07,egress_gb,10147,usage-export
V013,2026-05-08,egress_gb,10413,usage-export
V013,2026-05-09,egress_gb,9716,usage-export
V013,2026-05-10,egress_gb,8072,usage-export
V013,2026-05-11,egress_gb,11455,usage-export
V013,2026-05-12,egress_gb,10375,usage-export
V013,2026-05-13,egress_gb,10650,usage-export
V013,2026-05-14,egress_gb,11116,usage-export
V013,2026-05-15,egress_gb,12498,usage-export
V013,2026-05-16,egress_gb,9374,usage-export
V013,2026-05-17,egress_gb,7756,usage-export
V013,2026-05-18,egress_gb,10586,usage-export
V013,2026-05-19,egress_gb,10146,usage-export
V013,2026-05-20,egress_gb,12613,usage-export
V013,2026-05-21,egress_gb,12403,usage-export
V013,2026-05-22,egress_gb,12391,usage-export
V013,2026-05-23,egress_gb,9968,usage-export
V013,2026-05-24,egress_gb,9746,usage-export
V013,2026-05-25,egress_gb,12879,usage-export
V013,2026-05-26,egress_gb,12349,usage-export
V013,2026-05-27,egress_gb,10520,usage-export
V013,2026-05-28,egress_gb,12540,usage-export
V013,2026-05-29,egress_gb,11304,usage-export
V013,2026-05-30,egress_gb,9774,usage-export
V013,2026-05-31,egress_gb,9269,usage-export
V013,2026-06-01,egress_gb,11988,usage-export
V013,2026-06-02,egress_gb,11747,usage-export
V013,2026-06-03,egress_gb,11988,usage-export
V013,2026-06-04,egress_gb,11562,usage-export
V013,2026-06-05,egress_gb,10840,usage-export
V013,2026-06-06,egress_gb,10736,usage-export
V013,2026-06-07,egress_gb,10674,usage-export
V013,2026-06-08,egress_gb,14031,usage-export
V013,2026-06-09,egress_gb,12948,usage-export
V013,2026-06-10,egress_gb,12446,usage-export
V013,2026-06-11,egress_gb,13159,usage-export
V013,2026-06-12,egress_gb,10905,usage-export
V013,2026-06-13,egress_gb,10317,usage-export
V013,2026-06-14,egress_gb,9631,usage-export
V013,2026-06-15,egress_gb,11058,usage-export
V013,2026-06-16,egress_gb,11154,usage-export
V013,2026-06-17,egress_gb,12330,usage-export
V013,2026-06-18,egress_gb,11340,usage-export
V013,2026-06-19,egress_gb,12097,usage-export
V013,2026-06-20,egress_gb,10107,usage-export
V013,2026-06-21,egress_gb,9491,usage-export
V013,2026-06-22,egress_gb,10890,usage-export
V013,2026-06-23,egress_gb,12213,usage-export
V013,2026-06-24,egress_gb,11274,usage-export
V013,2026-06-25,egress_gb,11275,usage-export
V013,2026-06-26,egress_gb,11124,usage-export
V013,2026-06-27,egress_gb,9404,usage-export
V013,2026-06-28,egress_gb,8543,usage-export
V013,2026-06-29,egress_gb,12802,usage-export
V013,2026-06-30,egress_gb,13926,usage-export
V013,2026-07-01,egress_gb,11522,usage-export
V013,2026-07-02,egress_gb,12699,usage-export
V013,2026-07-03,egress_gb,13465,usage-export
V013,2026-07-04,egress_gb,8227,usage-export
V013,2026-07-05,egress_gb,8509,usage-export
V013,2026-07-06,egress_gb,13011,usage-export
V013,2026-07-07,egress_gb,13126,usage-export
V013,2026-07-08,egress_gb,12414,usage-export
V013,2026-07-09,egress_gb,10700,usage-export
V013,2026-07-10,egress_gb,11607,usage-export
V013,2026-07-11,egress_gb,10586,usage-export
V013,2026-07-12,egress_gb,10638,usage-export
V013,2026-07-13,egress_gb,13001,usage-export
V013,2026-07-14,egress_gb,10855,usage-export
V013,2026-07-15,egress_gb,13181,usage-export
V013,2026-07-16,egress_gb,11469,usage-export
V013,2026-07-17,egress_gb,12691,usage-export
V013,2026-07-18,egress_gb,8495,usage-export
V013,2026-07-19,egress_gb,10881,usage-export
V013,2026-07-20,egress_gb,12287,usage-export
V013,2026-07-21,egress_gb,12713,usage-export
V013,2026-07-22,egress_gb,10886,usage-export
V013,2026-07-23,egress_gb,12336,usage-export
V013,2026-07-24,egress_gb,12206,usage-export
V013,2026-07-25,egress_gb,9794,usage-export
V013,2026-07-26,egress_gb,9131,usage-export
V013,2026-07-27,egress_gb,12731,usage-export
V013,2026-07-28,egress_gb,11349,usage-export
V013,2026-07-29,egress_gb,11185,usage-export
V013,2026-07-30,egress_gb,10717,usage-export
V013,2026-07-31,egress_gb,12588,usage-export
V013,2026-08-01,egress_gb,8741,usage-export
V013,2026-08-02,egress_gb,9078,usage-export
V013,2026-08-03,egress_gb,10767,usage-export
V013,2026-08-04,egress_gb,12898,usage-export
V013,2026-08-05,egress_gb,12574,usage-export
V013,2026-08-06,egress_gb,12526,usage-export
V013,2026-08-07,egress_gb,10655,usage-export
V013,2026-08-08,egress_gb,9713,usage-export
V013,2026-08-09,egress_gb,9426,usage-export
V013,2026-08-10,egress_gb,10854,usage-export
V013,2026-08-11,egress_gb,10522,usage-export
V013,2026-08-12,egress_gb,14213,usage-export
V013,2026-08-13,egress_gb,10961,usage-export
V013,2026-08-14,egress_gb,11629,usage-export
V013,2026-08-15,egress_gb,9206,usage-export
V013,2026-08-16,egress_gb,10181,usage-export
V013,2026-08-17,egress_gb,10798,usage-export
V013,2026-08-18,egress_gb,12254,usage-export
V013,2026-08-19,egress_gb,11871,usage-export
V013,2026-08-20,egress_gb,13606,usage-export
V013,2026-08-21,egress_gb,10532,usage-export
V013,2026-08-22,egress_gb,9402,usage-export
V013,2026-08-23,egress_gb,9882,usage-export
V013,2026-08-24,egress_gb,14108,usage-export
V013,2026-08-25,egress_gb,12427,usage-export
V013,2026-08-26,egress_gb,12270,usage-export
V013,2026-08-27,egress_gb,12994,usage-export
V013,2026-08-28,egress_gb,11611,usage-export
V013,2026-08-29,egress_gb,8502,usage-export
V013,2026-08-30,egress_gb,9896,usage-export
V013,2026-08-31,egress_gb,13903,usage-export
V013,2026-09-01,egress_gb,14038,usage-export
V013,2026-09-02,egress_gb,12151,usage-export
V013,2026-09-03,egress_gb,13825,usage-export
V013,2026-09-04,egress_gb,14474,usage-export
V013,2026-09-05,egress_gb,9722,usage-export
V013,2026-09-06,egress_gb,10758,usage-export
V013,2026-09-07,egress_gb,12534,usage-export
V013,2026-09-08,egress_gb,12096,usage-export
V013,2026-09-09,egress_gb,12266,usage-export
V013,2026-09-10,egress_gb,11937,usage-export
V013,2026-09-11,egress_gb,12515,usage-export
V013,2026-09-12,egress_gb,9029,usage-export
V013,2026-09-13,egress_gb,10159,usage-export
V013,2026-09-14,egress_gb,11477,usage-export
V013,2026-09-15,egress_gb,14116,usage-export
V013,2026-09-16,egress_gb,13494,usage-export
V013,2026-09-17,egress_gb,11152,usage-export
V013,2026-09-18,egress_gb,14178,usage-export
V013,2026-09-19,egress_gb,9508,usage-export
V013,2026-09-20,egress_gb,10420,usage-export
V013,2026-09-21,egress_gb,13316,usage-export
V013,2026-09-22,egress_gb,12445,usage-export
V013,2026-09-23,egress_gb,12274,usage-export
V013,2026-09-24,egress_gb,12846,usage-export
V013,2026-09-25,egress_gb,11675,usage-export
V013,2026-09-26,egress_gb,11624,usage-export
V013,2026-09-27,egress_gb,9261,usage-export
V013,2026-09-28,egress_gb,14373,usage-export
V013,2026-09-29,egress_gb,11994,usage-export
V013,2026-09-30,egress_gb,12343,usage-export
V013,2026-10-01,egress_gb,12347,usage-export
V013,2026-10-02,egress_gb,10987,usage-export
V013,2026-10-03,egress_gb,9080,usage-export
V013,2026-10-04,egress_gb,9794,usage-export
V013,2026-10-05,egress_gb,12552,usage-export
V013,2026-10-06,egress_gb,14218,usage-export
V013,2026-10-07,egress_gb,14653,usage-export
V013,2026-10-08,egress_gb,11026,usage-export
V013,2026-10-09,egress_gb,12910,usage-export
V013,2026-10-10,egress_gb,9084,usage-export
V013,2026-10-11,egress_gb,11151,usage-export
V013,2026-10-12,egress_gb,12096,usage-export
V013,2026-10-13,egress_gb,14281,usage-export
V013,2026-10-14,egress_gb,12949,usage-export
V013,2026-10-15,egress_gb,11340,usage-export
V013,2026-10-16,egress_gb,10878,usage-export
V013,2026-10-17,egress_gb,9448,usage-export
V013,2026-10-18,egress_gb,11349,usage-export
V013,2026-10-19,egress_gb,11433,usage-export
V013,2026-10-20,egress_gb,12694,usage-export
V013,2026-10-21,egress_gb,12283,usage-export
V013,2026-10-22,egress_gb,12181,usage-export
V013,2026-10-23,egress_gb,13932,usage-export
V013,2026-10-24,egress_gb,9342,usage-export
V013,2026-10-25,egress_gb,10890,usage-export
V013,2026-10-26,egress_gb,13414,usage-export
V013,2026-10-27,egress_gb,14444,usage-export
V013,2026-10-28,egress_gb,12851,usage-export
V013,2026-10-29,egress_gb,14387,usage-export
V013,2026-10-30,egress_gb,12547,usage-export
V013,2026-10-31,egress_gb,10459,usage-export
V013,2026-11-01,egress_gb,10194,usage-export
V013,2026-11-02,egress_gb,13551,usage-export
V013,2026-11-03,egress_gb,13765,usage-export
V013,2026-11-04,egress_gb,10879,usage-export
V013,2026-11-05,egress_gb,10959,usage-export
V013,2026-11-06,egress_gb,12423,usage-export
V013,2026-11-07,egress_gb,10760,usage-export
V013,2026-11-08,egress_gb,9937,usage-export
V013,2026-11-09,egress_gb,11558,usage-export
V013,2026-11-10,egress_gb,14002,usage-export
V013,2026-11-11,egress_gb,11552,usage-export
V013,2026-11-12,egress_gb,10774,usage-export
V013,2026-11-13,egress_gb,10645,usage-export
V013,2026-11-14,egress_gb,8452,usage-export
V013,2026-11-15,egress_gb,10508,usage-export
V013,2026-11-16,egress_gb,10849,usage-export
V013,2026-11-17,egress_gb,13095,usage-export
V013,2026-11-18,egress_gb,13650,usage-export
V013,2026-11-19,egress_gb,14141,usage-export
V013,2026-11-20,egress_gb,13438,usage-export
V013,2026-11-21,egress_gb,9615,usage-export
V013,2026-11-22,egress_gb,10199,usage-export
V013,2026-11-23,egress_gb,13527,usage-export
V013,2026-11-24,egress_gb,13095,usage-export
V013,2026-11-25,egress_gb,11525,usage-export
V013,2026-11-26,egress_gb,13265,usage-export
V013,2026-11-27,egress_gb,10857,usage-export
V013,2026-11-28,egress_gb,9273,usage-export
V013,2026-11-29,egress_gb,11303,usage-export
V013,2026-11-30,egress_gb,12209,usage-export
V013,2026-12-01,egress_gb,12446,usage-export
V013,2026-12-02,egress_gb,14521,usage-export
V013,2026-12-03,egress_gb,13178,usage-export
V013,2026-12-04,egress_gb,11386,usage-export
V013,2026-12-05,egress_gb,9191,usage-export
V013,2026-12-06,egress_gb,9928,usage-export
V013,2026-12-07,egress_gb,12703,usage-export
V013,2026-12-08,egress_gb,15133,usage-export
V013,2026-12-09,egress_gb,12363,usage-export
V013,2026-12-10,egress_gb,14783,usage-export
V013,2026-12-11,egress_gb,14797,usage-export
V013,2026-12-12,egress_gb,10433,usage-export
V013,2026-12-13,egress_gb,12286,usage-export
V013,2026-12-14,egress_gb,14429,usage-export
V013,2026-12-15,egress_gb,13314,usage-export
V013,2026-12-16,egress_gb,12420,usage-export
V013,2026-12-17,egress_gb,13221,usage-export
V013,2026-12-18,egress_gb,14991,usage-export
V013,2026-12-19,egress_gb,10820,usage-export
V013,2026-12-20,egress_gb,9719,usage-export
V013,2026-12-21,egress_gb,12878,usage-export
V013,2026-12-22,egress_gb,13282,usage-export
V013,2026-12-23,egress_gb,12136,usage-export
V013,2026-12-24,egress_gb,13670,usage-export
V013,2026-12-25,egress_gb,11508,usage-export
V013,2026-12-26,egress_gb,11733,usage-export
V013,2026-12-27,egress_gb,9670,usage-export
V013,2026-12-28,egress_gb,11784,usage-export
V013,2026-12-29,egress_gb,13734,usage-export
V013,2026-12-30,egress_gb,12604,usage-export
V013,2026-12-31,egress_gb,14939,usage-export
V013,2027-01-01,egress_gb,18039,usage-export
V013,2027-01-02,egress_gb,14537,usage-export
V013,2027-01-03,egress_gb,15894,usage-export
V013,2027-01-04,egress_gb,16508,usage-export
V013,2027-01-05,egress_gb,19384,usage-export
V013,2027-01-06,egress_gb,18863,usage-export
V013,2027-01-07,egress_gb,17668,usage-export
V013,2027-01-08,egress_gb,20544,usage-export
V013,2027-01-09,egress_gb,12373,usage-export
V013,2027-01-10,egress_gb,16014,usage-export
V013,2027-01-11,egress_gb,16124,usage-export
V013,2027-01-12,egress_gb,19896,usage-export
V013,2027-01-13,egress_gb,16180,usage-export
V013,2027-01-14,egress_gb,15637,usage-export
V013,2027-01-15,egress_gb,18059,usage-export
V013,2027-01-16,egress_gb,16290,usage-export
V013,2027-01-17,egress_gb,13393,usage-export
V013,2027-01-18,egress_gb,17982,usage-export
V013,2027-01-19,egress_gb,18641,usage-export
V013,2027-01-20,egress_gb,16667,usage-export
V013,2027-01-21,egress_gb,18220,usage-export
V013,2027-01-22,egress_gb,15399,usage-export
V013,2027-01-23,egress_gb,14225,usage-export
V013,2027-01-24,egress_gb,15570,usage-export
V013,2027-01-25,egress_gb,17188,usage-export
V013,2027-01-26,egress_gb,16541,usage-export
V013,2027-01-27,egress_gb,15622,usage-export
V013,2027-01-28,egress_gb,19142,usage-export
V013,2027-01-29,egress_gb,17661,usage-export
V013,2027-01-30,egress_gb,16239,usage-export
V013,2027-01-31,egress_gb,15500,usage-export
